
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== No Self Absorption, Transmission Detector Resolution is 16
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 4: 0
====== Angle Number  2 of 4: 60
====== Angle Number  3 of 4: 120
====== Angle Number  4 of 4: 180
>> >> >> >> >> >> ===================== 10
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
  22     23    152    2.45515576e-02    2.44161839e-02     1.35373700e-04    4.8e-02     1.0e+00      6.936e+00
  23     24    158    2.39171213e-02    2.38335576e-02     8.35637044e-05    3.8e-02     1.0e+00      6.935e+00
  24     25    168    2.26141780e-02    2.21806551e-02     4.33522830e-04    1.1e-01     1.0e+00      6.926e+00
  25     26    172    2.19211335e-02    2.18218285e-02     9.93049733e-05    6.1e-02     1.0e+00      6.925e+00
  26     27    182    2.09483525e-02    2.07872646e-02     1.61087901e-04    1.1e-01     1.0e+00      6.920e+00
  27     28    189    2.02232934e-02    2.01248241e-02     9.84692581e-05    3.3e-02     1.0e+00      6.918e+00
  28     29    199    1.93925175e-02    1.92735057e-02     1.19011842e-04    2.6e-02     1.0e+00      6.912e+00
  29     30    207    1.87326876e-02    1.86675138e-02     6.51738169e-05    3.1e-02     1.0e+00      6.910e+00
  30     31    217    1.80172494e-02    1.77464499e-02     2.70799453e-04    4.2e-02     1.0e+00      6.905e+00
  31     32    221    1.76242757e-02    1.75565873e-02     6.76883814e-05    3.4e-02     1.0e+00      6.904e+00
  32     33    231    1.71444781e-02    1.70540137e-02     9.04644065e-05    3.4e-02     1.0e+00      6.901e+00
  33     34    241    1.67039707e-02    1.66306243e-02     7.33463837e-05    4.0e-02     1.0e+00      6.899e+00
  34     35    251    1.63093041e-02    1.62144684e-02     9.48357478e-05    3.4e-02     1.0e+00      6.897e+00
  35     36    261    1.59362912e-02    1.58620816e-02     7.42095725e-05    4.0e-02     1.0e+00      6.895e+00
  36     37    271    1.55838773e-02    1.54897357e-02     9.41416250e-05    3.3e-02     1.0e+00      6.892e+00
  37     38    281    1.52453356e-02    1.51727736e-02     7.25620302e-05    3.9e-02     1.0e+00      6.891e+00
  38     39    291    1.49200966e-02    1.48280386e-02     9.20580076e-05    3.3e-02     1.0e+00      6.889e+00
  39     40    301    1.46065128e-02    1.45358686e-02     7.06441898e-05    3.7e-02     1.0e+00      6.887e+00
  40     41    311    1.43041742e-02    1.42146648e-02     8.95094234e-05    3.2e-02     1.0e+00      6.885e+00
  41     42    321    1.40121982e-02    1.39434957e-02     6.87025619e-05    3.6e-02     1.0e+00      6.883e+00
  42     43    331    1.37302052e-02    1.36434510e-02     8.67541746e-05    3.2e-02     1.0e+00      6.881e+00
  43     44    341    1.34575229e-02    1.33907450e-02     6.67778435e-05    3.5e-02     1.0e+00      6.880e+00
  44     45    351    1.31937967e-02    1.31098659e-02     8.39307914e-05    3.1e-02     1.0e+00      6.878e+00
  45     46    361    1.29384764e-02    1.28735751e-02     6.49012935e-05    3.4e-02     1.0e+00      6.876e+00
  46     47    371    1.26912356e-02    1.26101048e-02     8.11308141e-05    3.0e-02     1.0e+00      6.874e+00
  47     48    381    1.24516126e-02    1.23885168e-02     6.30957750e-05    3.3e-02     1.0e+00      6.873e+00
  48     49    391    1.22193100e-02    1.21409006e-02     7.84094776e-05    2.9e-02     1.0e+00      6.871e+00
  49     50    401    1.19939336e-02    1.19325596e-02     6.13740609e-05    3.2e-02     1.0e+00      6.870e+00
  50     51    411    1.17752147e-02    1.16994175e-02     7.57971470e-05    2.8e-02     1.0e+00      6.868e+00
  51     52    421    1.15628113e-02    1.15030705e-02     5.97408530e-05    3.1e-02     1.0e+00      6.867e+00
  52     53    431    1.13564820e-02    1.12831740e-02     7.33079543e-05    2.7e-02     1.0e+00      6.865e+00
  53     54    441    1.11559265e-02    1.10977310e-02     5.81954822e-05    3.0e-02     1.0e+00      6.864e+00
